sample_index,index,original_review,char_count,Date,Author,URL,Rating,Language
89,36,"We had a great time at Essigbratlein while visiting Nuremberg. The meal was truly an experience where each dish was interesting and unique in its own way. We have been to two 1 Michelin star restaurants in the past, but this was our first 2 Michelin star restaurant and it did not disappoint. Many of the dishes are vegetarian, but they are just as delicious as the meat dishes. There was also an optional wine pairing for each course if you wish. We were served 13 courses, including the amuse bouches that preceded the main courses. Everything was great, highly recommend if you are in Nuremberg!",482,2019-12-29,Joseph I,https://www.tripadvisor.com/ShowUserReviews-g187310-d958191-r735427036-Essigbratlein-Nuremberg_Middle_Franconia_Franconia_Bavaria.html,5,en
90,578,"Came for dinner with high expectations as one of our party had been several times before and had fond memories. Incredible amuse-bouches served during the aperitif, each one more fun and enjoyable than the next which set us up for the dinner with great expectations. Then the dinner, great great food and so pretty too. However, wine waiter or sommelier, as was not clear, got the wine wrong twice. Service good but totally mechanical. When the chef came to the table at the end it reflected the service, seemed a chore rather than a pleasure, better not to come at that point. Overall felt more of a factory line which took away from the amazing food. Stayed overnight too and rooms very nice indeed but charging CHF 4 for a small bottle of hand sanitizer seemed bizarre for a CHF 600 / night  room.",639,2022-11-15,oneforkatatime,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r868539901-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,3,en
91,681,"This was a beautifully done, highly creative dining experience.   Service was impeccable with two bites in the kitchen where you can see the care put into each dish.   Waiters were attentive but not overly instructive on the dishes.  The dining room is beautiful in the summer light - overlooking a canal and interesting intersection.   The food was intricately constructed with the highest quality ingredients and intuitive pairing of flavors.   I recommend the juice pairing over the wine pairing for its creativity (including kombucha and tea).  Overall, a lovely time",462,2024-06-09,Traveling mom,https://www.tripadvisor.com/ShowUserReviews-g188590-d2315768-r954341298-Restaurant_Flore-Amsterdam_North_Holland_Province.html,5,en
92,1162,"Team Atelier Crenn really knows fine dining, creative/tasty food, exceptional service, and wine pairings. I’m equally impressed now as I was when I  first visited 18 months ago. Such freshness, such bold flavors, such creativity!  Seafood and Vegetables were the stars of the meal with the “cherry bomb,” the carrot and pea taco, the cauliflower and caviar,  and the beets and leche de tigre the standouts. The dry aged black cod with sides was superb. The restaurant’s redesign for 2023 gave it an airy and light feel. The overall experience (phenomenal dinner, visiting the food chefs in the kitchen, the pastry chefs in their kitchen, and delicious desserts in Bar Crenn) was worth the money and definitely worthy of its 3 stars. THANK YOU!",591,2023-09-18,El Turista John,https://www.tripadvisor.com/ShowUserReviews-g60713-d2001299-r917280307-Atelier_Crenn-San_Francisco_California.html,5,en
93,66,"Everything was perfect, not a single mistake from start to finish of the meal. In the evening there were blind menus. We chose one of these three menus offered on April 27 at La Toya. The quality/price ratio is adapted to the entire service. We had several appetizers and pre-starters before even starting the starter, the two main courses and the two desserts. Everything was delicious, with impeccable artistic and culinary precision. Excellent service, very welcoming and competent staff. Fairly refined and modern decor in a beautiful large room with a view of the Faulquemont Golf Course.  Definitely go for it!  Anthony BOUR",511,2024-05-02,Ath B-linguist,https://www.tripadvisor.com/ShowUserReviews-g1927317-d1906797-r949205618-Toya-Faulquemont_Moselle_Grand_Est.html,5,en
94,1170,"Not that Atelier Crenn needs any more reviews, but this is a very unique dining experience. We booked months in advance, and we weren't disappointed. The entire evening was a story told in 18 chapters of awe-inspiring dishes. We celebrated out daughter's 21st birthday there, and they made it fun. It is an incredibly sensory experience while you are waited on lavishly by the entire team. Some of the reviews here say it's expensive. Yes, it is. It's a Michelin 3-star restaurant. Don't go if it doesn't fit your budget. But you will never have a dining experience like this. Watch the Netflix Chef's Table episode on Dominique Crenn before you go. If you can get in here, you won't be disappointed.",552,2022-05-18,Jason Spievak,https://www.tripadvisor.com/ShowUserReviews-g60713-d2001299-r839010377-Atelier_Crenn-San_Francisco_California.html,5,en
95,4,"Alchemist is one of the most unique restaurants in the history of Michelin restaurants in the world. It was founded by chef Rasmus Munk in 2015. In 2016, Lars Seier Christensen (co-founded Saxo Bank, resigned in 2016), an investor of the three-Michelin restaurant Geranium in Copenhagen, approached Rasmus Munk, hoping to take the restaurant ""Alchemist"" to a new level and decided to create an unprecedented restaurant experience. Alchemist 2.0 opened on July 4, 2019. In just a few years, this two-Michelin-star restaurant led by chef Rasmus Munk was ranked 18 (2022), 5 (2023), and 8 (2024) on the Best 50 list, and was called the most immersive restaurant ever.",526,2024-08-11,RorschAch,https://www.tripadvisor.com/ShowUserReviews-g189541-d8547060-r964245588-Alchemist-Copenhagen_Zealand.html,5,en
96,1188,"Top gastronomy in Nuremberg, how nice. Great concepts with fermentation and the use of Franconian products. All courses were beautifully presented and tasted excellent. Service great. Beautifully set table (finally again!). The wine accompaniment is delicious, but could be a little more valuable for a few euros more. (The decision was made: that was my last natural wine in this life. I forgot to ask again, and one of them turned out to be a natural wine. Sorry guys, all angry and all the same. But that's just my opinion). To put it with Michelin: it's worth a detour. Definitely a big one. Thank you for the great evening.",494,2024-03-22,t10g-de,https://www.tripadvisor.com/ShowUserReviews-g187310-d25238809-r943396649-Etz-Nuremberg_Middle_Franconia_Franconia_Bavaria.html,5,en
97,632,"My trip to Paris was not going great food wise even though I had researched extensively my selected Michelin starred restaurants. This was my ninth visit to Paris so I wanted to try some new restaurants. Fortunately my luck dramatically improved with my final dinner in Paris at Michelin 2 star Table - Bruno Verjus! The cuisine, hospitality and service were marvelous! We chose the Tasting Menu and it was the perfect amount of food. Every course was delicious! There was no problem requesting changes to the menu for dietary restrictions and food dislikes. Table is the restaurant to which I eagerly look forward to returning on my next visit to Paris!",533,2023-01-14,ellenost,https://www.tripadvisor.com/ShowUserReviews-g187147-d5594192-r875114587-Restaurant_Table-Paris_Ile_de_France.html,5,en
98,491,"Not being convinced that we would enjoy sharing the table with strangers, we had privatized the room for a family reunion. Certainly, although the cuisine is not always as “subtle” as in some other starred restaurants, we nevertheless enjoyed ourselves. In addition, the concept of the table d'hôtes in front of the kitchens with dishes prepared in front of you in complete conviviality and transparency is a truly unique interactive experience. As brief as it is, Chef Etchebest’s intervention adds fun to the whole thing. We will keep unforgettable memories of this day. A big thank you to this entire team of professionals!",508,2024-05-27,Franck B,https://www.tripadvisor.com/ShowUserReviews-g187079-d17396510-r952643328-La_Table_D_Hotes-Bordeaux_Gironde_Nouvelle_Aquitaine.html,5,en
99,449,"I wrote a very lengthy review to explain why the meal was very disappointing, bar maybe two dishes (the celeriac / truffle pasta and the dessert). They requested TA to take it down (don't like criticism?). But people should know this restaurant is in fact quite disappointing: 1) the chefs seems to care more about how nice the dishes look and how many different flavours he can cram, rather than actual test. 2) we were overcharged for a bottle of wine rather than a glass - this was corrected after we noticed but not even an apology. 3) after dinner we were completely neglected, couldn't even get a cab for us.  Paris has so much better to offer, even at this price point. Do not bother here.",545,2023-03-21,PaulMG4,https://www.tripadvisor.com/ShowUserReviews-g187147-d1096668-r883004766-Bellefeuille-Paris_Ile_de_France.html,2,en
100,855,"I was in Paris for a very special birthday, and eating at L'Arpege was something I had wanted to experience for a long time. I was debating based on the mixed reviews online with so many places to choose from in Paris. I easily had one of the best meals of my life here and was so delighted that I booked here for my birthday. The service was warm, friendly, attentive and joyful. Each course was sublime, subtle yet filled with depth - both in flavor and texture. We left on a billowy cloud of bliss. Do not hesitate. If you appreciate the nuance of beautiful food, look no further. I cannot wait to book again the next time I am in Paris.",502,2024-07-16,MMS3399,https://www.tripadvisor.com/ShowUserReviews-g187147-d718128-r959834829-L_Arpege-Paris_Ile_de_France.html,5,en
101,703,"We first went to Aponem shortly before they were awarded their first Michelin star (in 2019 I think), and we both agreed it was our best meal ever. The Michelin star is well-deserved. We recently went back and had another over-the-top amazing meal and evening at Aponem. This time we started with a cocktail that Gaby created based on a few ideas of things we like, and it was a sign of the many more good things to come from the Aponem team. The entire meal was incredible, from a dizzying spread of appetizers, to magical main courses, and desserts that were as delicious as they were beautiful. Dinner lasts for hours, and we enjoyed every moment.",517,2024-07-21,John G,https://www.tripadvisor.com/ShowUserReviews-g6919454-d15027610-r960570341-Aponem_Auberge_du_Presbytere-Vailhan_Herault_Occitanie.html,5,en
102,882,"In the class room of this old school you will indeed learn something you hardly will forget. Namely, how a group of young and highly talented cooks with their staff reinterpret food. We spent a fantastic evening here and most appreciated that every question we had was promptly answered giving you every detail how the jewels which come out of the kitchen were delicately prepared. In Italy, you would call such a lace a ""laboratorio"". And a first class laboratory this is, indeed. Unforgettable. And very unexpected to be found in a somewhat lost part in the North-East of Germany.",470,2019-08-05,DrivingTraveller,https://www.tripadvisor.com/ShowUserReviews-g651880-d2444501-r695789278-Restaurant_Alte_Schule_Furstenhagen-Feldberger_Seenlandschaft_Mecklenburg_West_P.html,5,en
103,383,"We had dinner with some friends at the start of our holiday, what a stunning meal to kick it off.  First tip ensure you go by taxi and give them the precise address as its in a hard to find location but definitely one worth seeking out. The sophisticated ambience as you enter the dinning room following your seat in the “waiting room” sets a high standard for the food to meet, it does and then some.  Quality of service is second to none and the tasting menu is a delight to behold, an example being the salad course which is a picture on your plate then to be told there are fifty different items on your plate and here is a list of the items. The menu is complemented by an extensive wine list. As you would expect it’s no cheap but as an experience it’s more than worth the money.",619,2019-10-13,David F,https://www.tripadvisor.com/ShowUserReviews-g14129744-d3650658-r718093727-L_Effervescence-Nishiazabu_Minato_Tokyo_Tokyo_Prefecture_Kanto.html,5,en
104,480,"De Librije is the BEST 3 stars Michelin restaurant. It’s first time we tried to have 3 stars Michelin restaurant. We stayed in your hotel with the package - stay 1 night  and with the dinner, included wine pairing. As I can’t drink too much. They deducted small price of my part. Their thoughtfulness is very attractive.  Thank you the team of De Librije gives us a perfect services and a top quality food, and the best experience in our life! We will keep continue going to have 3 stars Michelin restaurants in the world. Hope every 3 stars Michelin restaurant can give us such experience as De Librije. ",480,2019-07-16,Italy1221,https://www.tripadvisor.com/ShowUserReviews-g188611-d748025-r689989696-De_Librije-Zwolle_Overijssel_Province.html,5,en
105,599,"It's not simply a meal - it's a whole breathtaking experience. We were also hotel guests - very warm welcome, nice characterful room but also plenty of charming places in and around the castle - small swimming pool area, terrace, garden...We took the 4 dishes menu plus 2 surprise dishes - and I need to mention the series of ""amuse bouches"" that are simply amazing. 1-2 courses were weaker than the rest but nevertheless we were entirely satisfied. Their smoking room is very beautiful. The breakfast was nice without more. The staff is perfect - well trained, highly professional, but without being inhuman.",483,2018-09-17,Tzvetan M,https://www.tripadvisor.com/ShowUserReviews-g2080066-d2069731-r617185925-Schloss_Schauenstein_Restaurant-Fuerstenau_Canton_of_Graubunden_Swiss_Alps.html,5,en
106,733,"This restaurant represents the very best of fine dining, with wonderfully accommodating staff and food of the highest quality. My wife is lactose-free and pescatarian, and I chose a pescatarian menu. Both menus were adapted with great thought, impressive creativity, and care, with neither of us feeling as if we had missed out on anything. Substitutions and adaptations were carefully explained. All staff were extremely knowledgable and took great effort to explain the dishes and to reassure us that my wife’s menu had no lactose. Highly recommended. Although expensive by Budapest standards, it is worth the price.",507,2024-02-16,Niall M,https://www.tripadvisor.com/ShowUserReviews-g274887-d19095453-r938493280-Salt-Budapest_Central_Hungary.html,5,en
107,1197,"Don’t go if you aren’t Italian unless you want to be treated as a second class guest. The food was very good but the service was horrible. Giuseppe, the maitre d’, was rude and totally not professional. Another guest got up from her table and was having a cell phone call for several minutes a foot from where I was sitting. We asked if he could ask her to take her call in another place and he said no, he could not do anything about it. I asked her if she could continue her call somewhere else, she immediately apologized and finished her call in the lobby. Giuseppe was rude and unfriendly from that point forward.",489,2024-03-15,JonCNYC,https://www.tripadvisor.com/ShowUserReviews-g194664-d1492721-r942395759-Piazza_Duomo-Alba_Province_of_Cuneo_Piedmont.html,2,en
108,955,"""Korak"" needs to decide what they want to be. A star restaurant or a wine-tasting bar! If they want to be a ""star"" restaurant: the food is delicious, almost there. They can work on service a bit more. The interior decorations and furniture are very nice. Need to work on the lights. But most important you can not have a group of way too loud guests in a ""star"" restaurant because everybody else is suffering.  If they want to be a wine-tasting bar they have it all. Nice wines, great views, and professional staff. They just need to drop a tasting menu and prepare a few local dishes that would work perfectly with wine tasting.  Once someone at ""Korak"" decides what they want to be I honestly believe that will be a great place to visit. The message they are sending out now just doesn't reflect reality.",631,2023-02-05,Maurizio G,https://www.tripadvisor.com/ShowUserReviews-g812258-d21054079-r877561396-Korak_Winery-Jastrebarsko_Zagreb_County_Central_Croatia.html,3,en
109,698,"My partner and I were celebrating our anniversary and we were given seats by the window - it was a beautiful juxtaposition, where we could see the beautiful interior of the restaurant, as well as look out onto the busy streets of Amsterdam on a saturday night.   The service from start to finish was immaculate, very friendly but professional. We've been to quite a few michlin restaurants and we have to say this is one of the best.   The break in between where we could go and dine one of the courses in the kitchen was great too - to see the chefs at work and have a quick convo, very appreciated!",474,2023-03-19,SYJ,https://www.tripadvisor.com/ShowUserReviews-g188590-d2315768-r882714841-Restaurant_Flore-Amsterdam_North_Holland_Province.html,5,en
110,997,"The experience can be best summed up as: If you have to tell someone you’re a lady, you’re not. I should have known something was amiss the moment I saw a baseball hat embroidered with three stars for sale in the gift shop.   Unsure how this restaurant is considered by the Michelin organization to equal the breathtaking Core in London, standard-setting and historic Paul Bocuse in Lyon, stunning Le Bernardin in NYC etc. etc.   Our dining experience echoed that of other less-than reviews listed on this platform. We considered our time at The Inn at Little Washington a waste of preparation, anticipation and money. We’ve had far better for far less.   Kudos to the chef and his business partners for keeping their good thing going, I guess.",593,2024-10-12,PearlGirl25,https://www.tripadvisor.com/ShowUserReviews-g58290-d497947-r973585905-Inn_at_Little_Washington-Washington_Rappahannock_County_Virginia.html,2,en
111,1096,"The salad was excellent.  The meat dish was awful.  The meat was extremely tough and we had a hard time cutting it with the hunting knife that we were provided with. Although the juices it had been marinated in were tasty the quality of the meat was awful.  It was completely rare, but still amazingly tough.  The bread although baked once we had sat at the table and obviously totally fresh was tastless.  The concept of the dinning experience is freshness and the decor is lovely.  The freshness part is superb, but they just don't have equally high quality food.  The desert was strawberries on top of a cream with cheese mix, tasty but nothing extraordinary at all.  It's a fun place to eat, imaginative, and maybe other dishes are better.  I was disappointed.",604,2017-05-14,mjd6405,https://www.tripadvisor.com/ShowUserReviews-g196497-d15014147-r484165562-Thierry_Schwartz_Le_Restaurant-Obernai_Bas_Rhin_Grand_Est.html,2,en
112,97,"The food was clearly exceptional, priced at 95 EUR all courses have been perfectly arranged and some of them have been out of this world. Service was attentive and professional. Atmosphere and design as well pretty nice.  Prices for sparkling wine and corresponding wine pairing on the other hand are a rip-off. Charging 20 EUR for a glass of Karanika which can be bought for 18 EUR a bottle in a shop is not acceptable. You are getting glasses of champagne in other restaurants for this price. The so called premium wine pairing for 135 EUR each person has been underwhelming.  Not a single bottle of these wines is charged more than 20 EUR in a shop. In total you are getting eight small glasses which adds up to one bottle of wine. Pricing for wines is unfortunately unbearable in this restaurant.",645,2023-11-02,Markus,https://www.tripadvisor.com/ShowUserReviews-g189400-d23750939-r924087710-Soil_Restaurant-Athens_Attica.html,3,en
113,311,"I state that I am not an expert in the field. The guys in the room are nothing short of wonderful. They love what they do and they pass it on to their skins. The food has made my imagination and my attention to translate visually every taste tasted flavor, but I did not understand why being careful not to waste and to enhance what the territory offers, were combined with French wines that in my opinion did not link with the flavors of local food.  I did not like the shape on arrival, ""we invite you to the aperitif room waiting for the table"", we were poured 2 glasses of water NOT required, and after paying a very important bill, we were asked for an extra 15 euros for 2 glasses of water.",549,2024-10-28,Gessica C,https://www.tripadvisor.com/ShowUserReviews-g194704-d26683048-r976936414-Atelier_Moessmer_Norbert_Niederkofler-Brunico_Province_of_South_Tyrol_Trentino_.html,3,en
114,298,"The new location is the splendid period Villa of the Moessmers of the homonymous wool mill of long tradition; before dinner in the Salon, we visit the open kitchen with counter to finish the dishes in front of customers, the aperitif and dessert room, the library, the cellar and the veranda, all extremely refined and elegant interiors.  Aperitif in the garden with the very cordial welcome of Chef Niederkofler who will also join us later to inquire about liking and then say goodbye. Summer ""Cook The Mountain"" menu: every dish is gorgeous and exquisite.  All according to the philosophy of the Chef’s ethical and sustainable cuisine: minimal waste, local ingredients, respect for natural cycles. The brigade offers impeccable, professional and always courteous service.",630,2024-09-12,annieok2014,https://www.tripadvisor.com/ShowUserReviews-g194704-d26683048-r969510229-Atelier_Moessmer_Norbert_Niederkofler-Brunico_Province_of_South_Tyrol_Trentino_.html,5,en
115,1125,"The place is really nice, a completely renovated old building, not too many tables. Service is personal and friendly (one person when we were there, maybe the owner). Dinner was quite good, a plate with multiple small tasty bites for appetizer and excellent roasted-pepper soup. In took a very long time for that to arrive (more than an hour), the cooks seem overly relaxed (the kitchen is open). Apparently the idea is to offer a long and tranquil evening but we were hungry. A bit faster would be good. Anyway the rest went faster (white fish and tomato risotto, fish was 'acceptable', risotto excellent). Main coarse was quite good, beef), with plenty of hashbrowns and fries. All in all a very pleasant experience, worth doing it again, to catch up with a long-time-no-see friend",616,2013-03-04,nick r,https://www.tripadvisor.com/ShowUserReviews-g652340-d3601999-r153747776-Restaurant_Lutum-Wijk_bij_Duurstede.html,4,en
116,331,"I went to Amber with a friend 2 days ago and we both thoroughly enjoyed our dinner.   The tasting menu featured some very fresh and high quality ingredients. While all savoury dishes were very delicious, the following were particularly memorable:  1. the iconic Aka Uni dish  2. Normandy scallop with winter truffle which we had in the kitchen  3. French lamb which comprised 3 different parts. The meat was perfectly cooked. It’s very tender and juicy with a unique fragrance.   The dessert wasn’t bad. But I’m kind of old-school and would have preferred some traditional or classic French pastry dessert.   As always, the service was impeccable. All the staff were professional, knowledgeable and courteous.   Highly recommended.",584,2024-02-26,Egon70,https://www.tripadvisor.com/ShowUserReviews-g294217-d939504-r939881319-Amber-Hong_Kong.html,4,en
117,673,"Sven Wassmer's cuisine has a wow factor all its own. He seems to be a chef who stays away from gimmicks and technical tricks and tries to win over the guest with a unique approach that is difficult to put into words. What seems so pleasantly sparse and uncomplicated on the plate is actually full of intricate details that create deep and balanced flavors. The high-quality ingredients that he certainly uses reflect a close affinity with Switzerland. Bold and full of contrast, honest and accessible - this is the kind of food you would like to come across more often! Just think of being served something as crude as Kässpätzle in a three-star restaurant, but then being served something that suddenly takes the rug from under your feet and that you will remember for the rest of your life!",640,2024-02-29,joker59,https://www.tripadvisor.com/ShowUserReviews-g198797-d19003653-r940193690-Sven_Wassmer_Memories-Bad_Ragaz_Canton_of_St_Gallen.html,5,en
118,1078,"Possibly the biggest disappointment for a Michelin star restaurant ever.  Five course menu (124€) was: (1) a green salad, some unfresh leaves; (2) one spear of asparagus (very nice); (3) a small piece of farmed char (floury consistency); (4) a little bit of white and brown chicken meat (dry); (5) one piece of rhubarb (not fully cooked). This is no exaggeration.  The ambiance is very nice. The service was lovely and theatrical, if not perfect. They bake your bread and churn your butter. Very nice people. The wine list is outstanding. The products are no doubt good. But how can you charge so much for such basic, uncreative and - frankly - poorly prepared food.",509,2022-04-30,ZelenEye,https://www.tripadvisor.com/ShowUserReviews-g196497-d15014147-r836698125-Thierry_Schwartz_Le_Restaurant-Obernai_Bas_Rhin_Grand_Est.html,2,en
119,1323,"Very nice evening! Very original welcome with aperitif in an adjoining room and comfortable armchairs! We were invited to sit down at the table and the flavor festival started!  Everything was good! An immersion menu and a vegetable menu for me! It was excellent from all points of view: presentations, flavor blends, discoveries. I also appreciated that the waiters put their hands together to prepare the dishes  And of course the final attention for my companion’s birthday that I had pointed out at the booking: we were treated to a package in which there was a delicious Basque cake that we enjoyed the next day  Thanks to you",510,2024-11-02,Valbuchette,https://www.tripadvisor.com/ShowUserReviews-g644083-d1197354-r978362948-Restaurant_le_Prince_Noir-Lormont_Bordeaux_Gironde_Nouvelle_Aquitaine.html,5,en
120,257,"We do not dispute real know-how and the quality of the products. But in our opinion - all four of us - we are crossing a red line here in terms of quantity. When a guest - with a bird's appetite - is still hungry after the meal we tell ourselves that there is no point in going to the restaurant. 150 gr maximum all included, from appetizer to dessert. The lamb? Half a bite! Returning from fishing? Portions to cry, ten seconds of pleasure, but no more. Paying almost five hundred euros for four people (without wine) to go out hungry is enough to put you off gourmet restaurants. Not to mention that the wines are too expensive, the usual coefficient of 4 or 5 being here more like 7 or 8.",537,2024-06-12,jean -jacques c,https://www.tripadvisor.com/ShowUserReviews-g1079434-d14768322-r954831014-La_Table_Christophe_Hay_Et_Lois_Bee-Ardon_Loiret_Centre_Val_de_Loire.html,1,en
121,810,"From the second you arrive you can feel the quality, in the staff, the bespoke furnishings, and in the welcome which felt genuine. Once seated the choreographer service begins, a joy to watch, seamless professional and totally enhanced the whole experience. We were helped to choose a lovely wine and later a dessert wine, but no pressure, at any time. The kitchen ran like a well oiled machine. We were permitted an introduction to the kitchen and was able to personally thank the more than a dozen hard working perfectionist chefs, with more tweezers than my local beauticians ... Each dish a work of art...not a picasso .... More refined... More perfection. The taste of fresh local produce shone ... The fish gleamed ... As if polished, the desserts glistened, the whole evening was completely amazing. Highly recommended. ",653,2024-09-25,Sue M,https://www.tripadvisor.com/ShowUserReviews-g499539-d800663-r971331426-L_Enclume-Cartmel_Grange_over_Sands_Lake_District_Cumbria_England.html,5,en
122,211,"This was a £645 treat from our son. A Summer Seven package including a 7 course Tasting menu, drinks, wine pairing for 1  (which we were able to share as we are not big drinkers), an overnight stay and breakfast for 2 the next morning. I can do no better than point out that the website descriptions of the food, wines, vegetable and herb gardens and service ethos proved utterly accurate.  What I can add, however, is that the service provided by the Tweed besuited team was a masterclass in relaxed, professional perfection both in word a deed.   Theatrical? Absolutely. Enjoyable? Utterly. Immersive? Without doubt. Unforgettable? Yes. Would we do it again? Yes, but we’d have to save up.   Is there something that could have been done better? Possibly, but we did not spot it on our visit.",620,2024-07-12,Richard B,https://www.tripadvisor.com/ShowUserReviews-g186356-d1192128-r959199581-Restaurant_Sat_Bains-Nottingham_Nottinghamshire_England.html,5,en
123,828,We had a wonderful lunch at Kashiwaya.  The service was exceptional from the moment we walked through the door.  We were led to a private room where we were served dish after dish of beautiful and delicious plates in perfect tune with the terroir of the Osaka region.    The menu follows traditional Kaiseki format and our servers kindly explained the significance of the different components in each dish as it relates to the current season.  We made our reservation on the MyConcierge website (my first time doing this) and everything went very smoothly.  We have eaten at several 3 star Kaiseki restaurants and this ranks highly among them.  Definitely worth the detour!!!,545,2023-01-18,AG Dill,https://www.tripadvisor.com/ShowUserReviews-g1023474-d9621651-r875605569-Kashiwaya-Suita_Osaka_Prefecture_Kinki.html,5,en
124,535,"The Il Gallo d'Oro is located in the Cliff Bay Hotel where we always stay when in Madeira, and we have dined here many times. In our view, this restaurant certainly deserves its 2 Michelin Stars.  This time we chose the “8 Moments” Top  Experience tasting menu with paired wines, which, as always, was excellent, and it was good to experience some new dishes since our visit last year.  We think that the ambience of the restaurant is stylish and modern but comfortable, with large windows overlooking the ocean. The staff, led by the Maîte d' André Pinto, are always professional, attentive, friendly and efficient, and the atmosphere was relaxing. The sommelier is very knowledgeable and helpful.  A wonderful fine-dining experience.",585,2024-06-15,farrj,https://www.tripadvisor.com/ShowUserReviews-g189167-d1427159-r955196898-Il_Gallo_D_oro-Funchal_Madeira_Madeira_Islands.html,5,en
125,81,"The only reason this restaurant is not three stars is because it is not in France. There is a lot of farm-to table talk in the restaurant business, but there are very few that take it to the level that this restaurant does. The concept is intelligent and the food is not overly “worked” in the sense that there is a genuine effort to highlight the specific tastes that each particular dish is highlighting. There is no molecular cooking or foam for which I am extremely grateful. 14 small dishes do take time. but the service was excellent, (although we had a little bit of trouble getting the bill at the end)! On value for money, Compared to one star, let alone two star restaurants in France, this restaurant is worth the trip to Athens.",589,2024-09-05,Flo015,https://www.tripadvisor.com/ShowUserReviews-g189400-d23750939-r968500804-Soil_Restaurant-Athens_Attica.html,5,en
